Rank,Standard Score,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White
214,42.6,Chatham High,https://www.sd.com/go/VA/schools/0294001210/school.aspx,Pittsylvania County Public Schools,https://www.sd.com/go/VA/district/02940/search.aspx,100 Cavalier Cir,Chatham,https://www.sd.com/go/VA/city/Chatham/search.aspx,24531,Pittsylvania County,(434) 432-8305,9,12,No,No,No,No,627,45.9,13.6,0.48,0.23,0,0.01,0.05,0,0.01,0.71
215,42.6,Dominion High,https://www.sd.com/go/VA/schools/0225002411/school.aspx,Loudoun County Public Schools,https://www.sd.com/go/VA/district/02250/search.aspx,21326 Augusta Dr.,Sterling,https://www.sd.com/go/VA/city/Sterling/search.aspx,20164,Loudoun County,(571) 434-4400,PK,12,No,No,No,No,1588,121.2,13,0.29,0.06,0,0.14,0.32,0,0.04,0.44
216,42.4,Goochland High,https://www.sd.com/go/VA/schools/0165000686/school.aspx,Goochland County Public Schools,https://www.sd.com/go/VA/district/01650/search.aspx,3250A River Road West,Goochland,https://www.sd.com/go/VA/city/Goochland/search.aspx,23063,Goochland County,(804) 556-5322,9,12,No,No,No,No,854,59.2,14.4,0.23,0.17,0,0.01,0.07,0,0.04,0.71
217,42.2,Menchville High,https://www.sd.com/go/VA/schools/0264001063/school.aspx,Newport News City Public Schools,https://www.sd.com/go/VA/district/02640/search.aspx,275 Menchville Rd,Newport News,https://www.sd.com/go/VA/city/Newport+News/search.aspx,23602,Newport News city,(757) 886-7722,9,12,No,No,No,No,1538,97.7,15.7,0.32,0.36,0,0.04,0.09,0,0.05,0.46
218,42.1,Strasburg High,https://www.sd.com/go/VA/schools/0351001549/school.aspx,Shenandoah County Public Schools,https://www.sd.com/go/VA/district/03510/search.aspx,250 Ram Drive,Strasburg,https://www.sd.com/go/VA/city/Strasburg/search.aspx,22657,Shenandoah County,(540) 465-5195,9,12,No,No,No,No,624,47,13.2,0.27,0.04,0,0.01,0.06,0,0.02,0.86
219,41.9,Kecoughtan High,https://www.sd.com/go/VA/schools/0180000747/school.aspx,Hampton City Public Schools,https://www.sd.com/go/VA/district/01800/search.aspx,522 Woodland Rd,Hampton,https://www.sd.com/go/VA/city/Hampton/search.aspx,23669,Hampton city,(757) 850-5000,9,12,No,No,No,No,1660,105.7,15.6,0.41,0.43,0,0.03,0.07,0,0.05,0.42
220,39.8,I.C. Norcom High,https://www.sd.com/go/VA/schools/0300001250/school.aspx,Portsmouth City Public Schools,https://www.sd.com/go/VA/district/03000/search.aspx,1801 London Blvd,Portsmouth,https://www.sd.com/go/VA/city/Portsmouth/search.aspx,23704,Portsmouth city,(757) 393-5442,9,12,No,No,Yes,No,1065,80.6,13.2,1,0.92,0,0,0.02,0,0.02,0.04
221,39.7,Wakefield High,https://www.sd.com/go/VA/schools/0027000111/school.aspx,Arlington County Public Schools,https://www.sd.com/go/VA/district/00270/search.aspx,1325 S. Dinwiddie Street,Arlington,https://www.sd.com/go/VA/city/Arlington/search.aspx,22206,Arlington County,(703) 228-6700,9,12,No,No,No,No,2339,145.2,16.1,0.4,0.19,0,0.08,0.44,0,0.04,0.24
222,39.7,Luray High,https://www.sd.com/go/VA/schools/0285001180/school.aspx,Page County Public Schools,https://www.sd.com/go/VA/district/02850/search.aspx,243 Bulldog Drive,Luray,https://www.sd.com/go/VA/city/Luray/search.aspx,22835,Page County,(540) 743-3800,9,12,No,No,No,No,516,37.1,13.9,0.47,0.04,0,0.01,0.03,0,0.03,0.9
223,39.4,Amherst County High,https://www.sd.com/go/VA/schools/0021000065/school.aspx,Amherst County Public Schools,https://www.sd.com/go/VA/district/00210/search.aspx,139 Lancer Lane,Amherst,https://www.sd.com/go/VA/city/Amherst/search.aspx,24521,Amherst County,(434) 946-2898,9,12,No,No,No,No,1157,86.9,13.3,0.45,0.22,0,0.01,0.03,0,0.08,0.66
224,39.3,Patrick Henry High,https://www.sd.com/go/VA/schools/0183000776/school.aspx,Hanover County Public Schools,https://www.sd.com/go/VA/district/01830/search.aspx,12449 West Patrick Henry Road,Ashland,https://www.sd.com/go/VA/city/Ashland/search.aspx,23005,Hanover County,(804) 365-8000,9,12,No,No,No,No,1388,91.2,15.2,0.26,0.12,0,0.01,0.08,0,0.03,0.76
225,38.9,Grundy High,https://www.sd.com/go/VA/schools/0051000198/school.aspx,Buchanan County Public Schools,https://www.sd.com/go/VA/district/00510/search.aspx,1300 Golden Wave Drive,Grundy,https://www.sd.com/go/VA/city/Grundy/search.aspx,24614,Buchanan County,(276) 935-2106,9,12,No,No,No,No,409,26.4,15.4,0.59,0,0,0,0,0,0.01,0.99
226,38.8,Central High,https://www.sd.com/go/VA/schools/0351001543/school.aspx,Shenandoah County Public Schools,https://www.sd.com/go/VA/district/03510/search.aspx,1147 Susan Avenue,Woodstock,https://www.sd.com/go/VA/city/Woodstock/search.aspx,22664,Shenandoah County,(540) 459-2161,9,12,No,No,Yes,No,760,61,12.4,0.4,0.03,0.01,0.01,0.17,0,0.03,0.75
227,38.7,Staunton River High,https://www.sd.com/go/VA/schools/0036000156/school.aspx,Bedford County Public Schools,https://www.sd.com/go/VA/district/00360/search.aspx,1095 Golden Eagle Dr,Moneta,https://www.sd.com/go/VA/city/Moneta/search.aspx,24121,Bedford County,(540) 297-7151,9,12,No,No,No,No,949,68.6,13.8,0.42,0.04,0,0,0.04,0,0.04,0.88
228,38.6,Potomac High,https://www.sd.com/go/VA/schools/0313001857/school.aspx,Prince William County Public Schools,https://www.sd.com/go/VA/district/03130/search.aspx,3401 Panther Pride Drive,Dumfries,https://www.sd.com/go/VA/city/Dumfries/search.aspx,22026,Prince William County,(703) 441-4200,9,12,No,No,Yes,No,1997,119.6,16.6,0.48,0.5,0.01,0.08,0.26,0,0.05,0.11
229,38.5,Monticello High,https://www.sd.com/go/VA/schools/0009001747/school.aspx,Albemarle County Public Schools,https://www.sd.com/go/VA/district/00090/search.aspx,1400 Independence Way,Charlottesville,https://www.sd.com/go/VA/city/Charlottesville/search.aspx,22902,Charlottesville city,(434) 244-3100,9,12,No,No,No,No,1138,85,13.3,0.29,0.12,0,0.02,0.15,0,0.06,0.65
230,38.4,Park View High,https://www.sd.com/go/VA/schools/0246001008/school.aspx,Mecklenburg County Public Schools,https://www.sd.com/go/VA/district/02460/search.aspx,205 Park View Circle,South Hill,https://www.sd.com/go/VA/city/South+Hill/search.aspx,23970,Mecklenburg County,(434) 447-3435,9,12,No,No,No,No,770,64.4,11.9,0.52,0.4,0,0,0.05,0,0.03,0.51
231,38.2,John Handley High,https://www.sd.com/go/VA/schools/0405001780/school.aspx,Winchester City Public Schools,https://www.sd.com/go/VA/district/04050/search.aspx,425 Handley Blvd,Winchester,https://www.sd.com/go/VA/city/Winchester/search.aspx,22601,Winchester city,(540) 662-3471,9,12,No,No,No,No,1320,114.4,11.5,0.51,0.12,0.01,0.02,0.35,0,0.07,0.44
232,38.1,Nandua High,https://www.sd.com/go/VA/schools/0006002003/school.aspx,Accomack County Public Schools,https://www.sd.com/go/VA/district/00060/search.aspx,26350 Lankford Highway,Onley,https://www.sd.com/go/VA/city/Onley/search.aspx,23418,Accomack County,(757) 787-4514,9,12,No,No,No,No,704,42,16.7,0.55,0.4,0,0,0.17,0,0,0.42
233,38,Central High,https://www.sd.com/go/VA/schools/0207000878/school.aspx,King And Queen County Public Schools,https://www.sd.com/go/VA/district/02070/search.aspx,17024 The Trail,King and Queen Court House,https://www.sd.com/go/VA/city/King+and+Queen+Court+House/search.aspx,23085,King and Queen County,(804) 785-6102,8,12,No,No,No,No,206,24,8.5,0.62,0.37,0.01,0.01,0.07,0,0.08,0.47
234,37.9,William Fleming High,https://www.sd.com/go/VA/schools/0330001438/school.aspx,Roanoke City Public Schools,https://www.sd.com/go/VA/district/03300/search.aspx,3649 Ferncliff Ave NW,Roanoke,https://www.sd.com/go/VA/city/Roanoke/search.aspx,24017,Roanoke city,(540) 853-2781,9,12,Yes,No,No,No,1679,101.6,16.5,1,0.54,0,0.04,0.17,0,0.04,0.21
235,37.7,William Monroe High,https://www.sd.com/go/VA/schools/0171000702/school.aspx,Greene County Public Schools,https://www.sd.com/go/VA/district/01710/search.aspx,254 Monroe Drive,Stanardsville,https://www.sd.com/go/VA/city/Stanardsville/search.aspx,22973,Greene County,(434) 939-9004,9,12,No,No,No,No,931,61.4,15.1,0.35,0.06,0,0.02,0.1,0,0.08,0.74
236,37.6,Matoaca High,https://www.sd.com/go/VA/schools/0084000340/school.aspx,Chesterfield County Public Schools,https://www.sd.com/go/VA/district/00840/search.aspx,17700 Longhouse Lane,Chesterfield,https://www.sd.com/go/VA/city/Chesterfield/search.aspx,23838,Chesterfield County,(804) 590-3108,9,12,No,No,No,No,1655,110.5,14.9,0.32,0.39,0,0.01,0.06,0,0.05,0.48
237,37.1,Marion Senior High,https://www.sd.com/go/VA/schools/0352001562/school.aspx,Smyth County Public Schools,https://www.sd.com/go/VA/district/03520/search.aspx,848 Stage ST,Marion,https://www.sd.com/go/VA/city/Marion/search.aspx,24354,Smyth County,(276) 783-4731,9,12,No,No,No,No,635,49.7,12.7,0.55,0.03,0,0.01,0.03,0,0.01,0.93
238,37,Central High,https://www.sd.com/go/VA/schools/0231000944/school.aspx,Lunenburg County Public Schools,https://www.sd.com/go/VA/district/02310/search.aspx,131 K-V Rd,Victoria,https://www.sd.com/go/VA/city/Victoria/search.aspx,23974,Lunenburg County,(434) 696-2137,9,12,No,No,No,No,434,31.7,13.6,0.58,0.33,0.01,0,0.07,0,0.06,0.54
239,36.9,Freedom High,https://www.sd.com/go/VA/schools/0313002458/school.aspx,Prince William County Public Schools,https://www.sd.com/go/VA/district/03130/search.aspx,15201 Neabsco Mills Rd.,Woodbridge,https://www.sd.com/go/VA/city/Woodbridge/search.aspx,22191,Prince William County,(703) 583-1405,9,12,Yes,No,Yes,No,2276,144.5,15.7,0.7,0.28,0,0.06,0.57,0,0.03,0.05
240,36.9,Massaponax High,https://www.sd.com/go/VA/schools/0364001881/school.aspx,Spotsylvania County Public Schools,https://www.sd.com/go/VA/district/03640/search.aspx,8201 Jefferson Davis Hwy,Fredericksburg,https://www.sd.com/go/VA/city/Fredericksburg/search.aspx,22407,Spotsylvania County,(540) 710-0419,9,12,No,No,No,No,2015,111.8,18,0.34,0.28,0,0.04,0.15,0,0.05,0.47
241,36.6,Virginia High,https://www.sd.com/go/VA/schools/0045000179/school.aspx,Bristol City Public Schools,https://www.sd.com/go/VA/district/00450/search.aspx,1200 Long Crescent Dr,Bristol,https://www.sd.com/go/VA/city/Bristol/search.aspx,24201,Bristol city,(276) 821-5858,9,12,No,No,No,No,670,46.8,14.3,0.52,0.02,0,0,0.02,0,0.04,0.92
242,36.3,Bethel High,https://www.sd.com/go/VA/schools/0180000731/school.aspx,Hampton City Public Schools,https://www.sd.com/go/VA/district/01800/search.aspx,1067 Big Bethel Rd,Hampton,https://www.sd.com/go/VA/city/Hampton/search.aspx,23666,Hampton city,(757) 825-4400,9,12,No,No,No,No,1732,106.8,16.2,0.46,0.69,0,0.02,0.06,0,0.06,0.17
243,35.9,Staunton High,https://www.sd.com/go/VA/schools/0369001606/school.aspx,Staunton City Public Schools,https://www.sd.com/go/VA/district/03690/search.aspx,1200 N Coalter St,Staunton,https://www.sd.com/go/VA/city/Staunton/search.aspx,24401,Staunton city,(540) 332-3926,9,12,No,No,No,No,771,61.8,12.4,0.46,0.16,0,0.02,0.07,0,0.1,0.67
244,35.1,William Campbell High,https://www.sd.com/go/VA/schools/0060000233/school.aspx,Campbell County Public Schools,https://www.sd.com/go/VA/district/00600/search.aspx,474 William Campbell Dr,Naruna,https://www.sd.com/go/VA/city/Naruna/search.aspx,24576,Campbell County,(434) 376-2015,6,12,No,No,No,No,425,38.3,11,0.55,0.34,0,0,0.02,0,0.03,0.61
245,34.9,Hampton High,https://www.sd.com/go/VA/schools/0180000742/school.aspx,Hampton City Public Schools,https://www.sd.com/go/VA/district/01800/search.aspx,1491 W Queen St,Hampton,https://www.sd.com/go/VA/city/Hampton/search.aspx,23669,Hampton city,(757) 825-4430,9,12,No,No,No,No,1524,96.7,15.7,0.58,0.77,0,0.02,0.05,0.01,0.06,0.09
246,34.9,Colonial Beach High,https://www.sd.com/go/VA/schools/0093001957/school.aspx,Colonial Beach Public Schools,https://www.sd.com/go/VA/district/00930/search.aspx,100 First St.,Colonial Beach,https://www.sd.com/go/VA/city/Colonial+Beach/search.aspx,22443,Westmoreland County,(804) 224-7166,8,12,No,No,No,No,224,15.5,14.4,0.78,0.2,0.01,0.01,0.04,0,0.08,0.66
247,34.8,Parry McCluer High,https://www.sd.com/go/VA/schools/0056000217/school.aspx,Buena Vista City Public Schools,https://www.sd.com/go/VA/district/00560/search.aspx,100 Bradford Drive,Buena Vista,https://www.sd.com/go/VA/city/Buena+Vista/search.aspx,24416,Buena Vista city,(540) 261-2127,8,12,No,No,No,No,389,30.5,12.7,0.42,0.05,0.02,0,0.01,0,0.02,0.9
248,34.7,Patrick Henry High,https://www.sd.com/go/VA/schools/0330001430/school.aspx,Roanoke City Public Schools,https://www.sd.com/go/VA/district/03300/search.aspx,2102 Grandin Rd SW,Roanoke,https://www.sd.com/go/VA/city/Roanoke/search.aspx,24015,Roanoke city,(540) 853-2255,9,12,No,No,No,No,1943,127.3,15.2,1,0.37,0,0.03,0.07,0,0.04,0.5
249,34.6,Hermitage High,https://www.sd.com/go/VA/schools/0189000806/school.aspx,Henrico County Public Schools,https://www.sd.com/go/VA/district/01890/search.aspx,8301 Hungary Spring Rd,Richmond,https://www.sd.com/go/VA/city/Richmond/search.aspx,23228,Henrico County,(804) 756-3000,9,12,No,No,Yes,No,1627,102.9,15.8,0.58,0.44,0,0.05,0.16,0,0.05,0.29
250,34.6,Manassas Park High,https://www.sd.com/go/VA/schools/0239000983/school.aspx,Manassas Park City Public Schools,https://www.sd.com/go/VA/district/02390/search.aspx,8200 Euclid Ave,Manassas Park,https://www.sd.com/go/VA/city/Manassas+Park/search.aspx,20111,Prince William County,(703) 361-9131,9,12,No,No,No,No,1156,72.2,15.9,0.56,0.09,0,0.06,0.62,0,0.04,0.19
251,34.4,Albemarle High,https://www.sd.com/go/VA/schools/0009000015/school.aspx,Albemarle County Public Schools,https://www.sd.com/go/VA/district/00090/search.aspx,2775 Hydraulic Road,Charlottesville,https://www.sd.com/go/VA/city/Charlottesville/search.aspx,22901,Albemarle County,(434) 975-9300,9,12,No,No,Yes,No,1914,151.7,12.6,0.28,0.15,0,0.09,0.14,0,0.06,0.57
252,34.3,Nottoway High,https://www.sd.com/go/VA/schools/0279001942/school.aspx,Nottoway County Public Schools,https://www.sd.com/go/VA/district/02790/search.aspx,5267 Old Nottoway Rd,Crewe,https://www.sd.com/go/VA/city/Crewe/search.aspx,23930,Nottoway County,(434) 292-5373,9,12,No,No,No,No,613,41.4,14.7,0.58,0.41,0,0.01,0.08,0,0.04,0.47
253,34.1,Arlington Community High,https://www.sd.com/go/VA/schools/0027002875/school.aspx,Arlington County Public Schools,https://www.sd.com/go/VA/district/00270/search.aspx,800 S. Walter Reed Dr,Arlington,https://www.sd.com/go/VA/city/Arlington/search.aspx,22204,Arlington County,(703) 228-5350,9,12,No,No,No,No,157,16.9,9.2,0.98,0.05,0.01,0.08,0.83,0,0.01,0.02
254,34.1,Stonewall Jackson High,https://www.sd.com/go/VA/schools/0313001321/school.aspx,Prince William County Public Schools,https://www.sd.com/go/VA/district/03130/search.aspx,8820 Rixlew Ln,Manassas,https://www.sd.com/go/VA/city/Manassas/search.aspx,20109,Prince William County,(703) 365-2900,9,12,No,No,Yes,No,2588,160.7,16.1,0.56,0.14,0,0.06,0.6,0,0.05,0.14
255,34,Lloyd C Bird High,https://www.sd.com/go/VA/schools/0084000337/school.aspx,Chesterfield County Public Schools,https://www.sd.com/go/VA/district/00840/search.aspx,10301 Courthouse Rd.,Chesterfield,https://www.sd.com/go/VA/city/Chesterfield/search.aspx,23832,Chesterfield County,(804) 768-6110,9,12,No,No,No,No,1858,118,15.7,0.44,0.4,0,0.03,0.2,0,0.05,0.33
256,34,Herndon High,https://www.sd.com/go/VA/schools/0126000495/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,700 Bennett St,Herndon,https://www.sd.com/go/VA/city/Herndon/search.aspx,20170,Fairfax County,(703) 810-2200,9,12,No,No,No,No,2353,172.7,13.6,0.39,0.08,0,0.13,0.44,0,0.04,0.32
257,34,Annandale High,https://www.sd.com/go/VA/schools/0126000423/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,4700 Medford Dr,Annandale,https://www.sd.com/go/VA/city/Annandale/search.aspx,22003,Fairfax County,(703) 642-4100,9,12,No,No,No,No,2240,157.3,14.2,0.58,0.16,0,0.21,0.46,0,0.02,0.15
258,33.8,Washington & Lee High,https://www.sd.com/go/VA/schools/0398001768/school.aspx,Westmoreland County Public Schools,https://www.sd.com/go/VA/district/03980/search.aspx,16380 Kings Highway,Montross,https://www.sd.com/go/VA/city/Montross/search.aspx,22520,Westmoreland County,(804) 493-8015,9,12,No,No,No,No,489,38.8,12.5,0.68,0.44,0,0,0.11,0,0.06,0.39
259,33.6,Spotsylvania High,https://www.sd.com/go/VA/schools/0364001593/school.aspx,Spotsylvania County Public Schools,https://www.sd.com/go/VA/district/03640/search.aspx,6975 Courthouse Rd,Spotsylvania,https://www.sd.com/go/VA/city/Spotsylvania/search.aspx,22551,Spotsylvania County,(540) 582-3882,9,12,No,No,No,No,1144,81.8,13.9,0.35,0.1,0,0.02,0.07,0,0.05,0.76
260,33.2,Green Run High,https://www.sd.com/go/VA/schools/0384001879/school.aspx,Va Beach City Public Schools,https://www.sd.com/go/VA/district/03840/search.aspx,1700 Dahlia Dr,Virginia Beach,https://www.sd.com/go/VA/city/Virginia+Beach/search.aspx,23456,Virginia Beach city,(757) 648-5350,9,12,No,No,No,No,1392,105.1,13.2,0.53,0.44,0,0.06,0.12,0.01,0.09,0.28
261,33.1,Bassett High,https://www.sd.com/go/VA/schools/0192000837/school.aspx,Henry County Public Schools,https://www.sd.com/go/VA/district/01920/search.aspx,85 Riverside Dr,Bassett,https://www.sd.com/go/VA/city/Bassett/search.aspx,24055,Henry County,(276) 629-1731,9,12,No,No,No,No,1117,80.7,13.8,0.88,0.15,0,0,0.14,0,0.06,0.65
262,33,Pulaski County Senior High,https://www.sd.com/go/VA/schools/0315001338/school.aspx,Pulaski County Public Schools,https://www.sd.com/go/VA/district/03150/search.aspx,5414 Cougar Trail Rd,Dublin,https://www.sd.com/go/VA/city/Dublin/search.aspx,24084,Pulaski County,(540) 643-0747,9,12,No,No,No,No,1229,92.3,13.3,0.46,0.06,0.01,0,0.04,0,0.05,0.85
263,33,Skyline High,https://www.sd.com/go/VA/schools/0387002657/school.aspx,Warren County Public Schools,https://www.sd.com/go/VA/district/03870/search.aspx,151 Skyline Vista Drive,Front Royal,https://www.sd.com/go/VA/city/Front+Royal/search.aspx,22630,Warren County,(540) 631-0366,9,12,No,No,No,No,862,54.6,15.7,0.37,0.07,0,0.02,0.07,0,0.08,0.75
264,32.9,Sussex Central High,https://www.sd.com/go/VA/schools/0378001643/school.aspx,Sussex County Public Schools,https://www.sd.com/go/VA/district/03780/search.aspx,21394 Sussex Drive,Sussex,https://www.sd.com/go/VA/city/Sussex/search.aspx,23884,Sussex County,(434) 246-6051,9,12,No,No,No,No,314,29.1,10.7,0.89,0.75,0,0,0.04,0,0.01,0.2
265,32.8,Lakeland High,https://www.sd.com/go/VA/schools/0371002219/school.aspx,Suffolk City Public Schools,https://www.sd.com/go/VA/district/03710/search.aspx,214 Kenyon Road,Suffolk,https://www.sd.com/go/VA/city/Suffolk/search.aspx,23434,Suffolk city,(757) 925-5790,9,12,No,No,Yes,No,1056,77.7,13.5,0.52,0.65,0,0.01,0.03,0,0.03,0.29
266,32.5,Liberty High,https://www.sd.com/go/VA/schools/0036000151/school.aspx,Bedford County Public Schools,https://www.sd.com/go/VA/district/00360/search.aspx,100 Liberty Minutemen Dr,Bedford,https://www.sd.com/go/VA/city/Bedford/search.aspx,24523,Bedford County,(540) 586-2541,9,12,No,No,No,No,774,59.4,13,0.43,0.12,0,0.01,0.03,0,0.05,0.79
267,31.9,Justice High,https://www.sd.com/go/VA/schools/0126000505/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,3301 Peace Valley Ln,Falls Church,https://www.sd.com/go/VA/city/Falls+Church/search.aspx,22044,Fairfax County,(703) 824-3900,9,12,No,No,No,No,2241,150,14.9,0.59,0.09,0,0.11,0.55,0,0.02,0.22
268,31.9,Dinwiddie High,https://www.sd.com/go/VA/schools/0117000410/school.aspx,Dinwiddie County Public Schools,https://www.sd.com/go/VA/district/01170/search.aspx,11501 Boisseau Road,Dinwiddie,https://www.sd.com/go/VA/city/Dinwiddie/search.aspx,23841,Dinwiddie County,(804) 469-4280,9,12,No,No,No,No,1330,84.9,15.6,0.47,0.35,0,0.01,0.06,0,0.06,0.53
269,31.6,Eastern Montgomery High,https://www.sd.com/go/VA/schools/0252002541/school.aspx,Montgomery County Public Schools,https://www.sd.com/go/VA/district/02520/search.aspx,4695 Crozier Rd,Elliston,https://www.sd.com/go/VA/city/Elliston/search.aspx,24087,Montgomery County,(540) 268-3010,9,12,No,No,No,No,269,28.7,9.3,0.57,0,0,0,0.07,0,0.03,0.89
270,31.3,Maury High,https://www.sd.com/go/VA/schools/0267001117/school.aspx,Norfolk City Public Schools,https://www.sd.com/go/VA/district/02670/search.aspx,322 Shirley Ave,Norfolk,https://www.sd.com/go/VA/city/Norfolk/search.aspx,23517,Norfolk city,(757) 628-3344,9,12,No,No,Yes,No,1657,124.6,13.2,0.43,0.51,0.01,0.03,0.05,0,0.07,0.33
271,31.1,Bayside High,https://www.sd.com/go/VA/schools/0384001675/school.aspx,Va Beach City Public Schools,https://www.sd.com/go/VA/district/03840/search.aspx,4960 Haygood Rd,Virginia Beach,https://www.sd.com/go/VA/city/Virginia+Beach/search.aspx,23455,Virginia Beach city,(757) 648-5200,9,12,No,No,Yes,No,1944,131.4,14.7,0.51,0.47,0,0.06,0.11,0,0.08,0.28
272,30.9,Harrisonburg High,https://www.sd.com/go/VA/schools/0186000782/school.aspx,Harrisonburg City Public Schools,https://www.sd.com/go/VA/district/01860/search.aspx,1001 Garbers Church Road,Harrisonburg,https://www.sd.com/go/VA/city/Harrisonburg/search.aspx,22801,Harrisonburg city,(540) 433-2652,9,12,No,No,No,No,1869,127,14.7,0.65,0.12,0,0.04,0.46,0,0.03,0.35
273,30.7,Northumberland High,https://www.sd.com/go/VA/schools/0273001159/school.aspx,Northumberland County Public Schools,https://www.sd.com/go/VA/district/02730/search.aspx,201 Academic Lane,Heathsville,https://www.sd.com/go/VA/city/Heathsville/search.aspx,22473,Northumberland County,(804) 580-5192,9,12,No,No,No,No,414,35.6,11.6,0.48,0.34,0,0.01,0.06,0,0.01,0.58
274,30,Gretna High,https://www.sd.com/go/VA/schools/0294001218/school.aspx,Pittsylvania County Public Schools,https://www.sd.com/go/VA/district/02940/search.aspx,100 Gretna Hawk Cir,Gretna,https://www.sd.com/go/VA/city/Gretna/search.aspx,24557,Pittsylvania County,(434) 630-1800,9,12,No,No,No,No,573,39.8,14.3,0.56,0.29,0,0.01,0.02,0,0.02,0.67
275,29.9,Osbourn High,https://www.sd.com/go/VA/schools/0236000978/school.aspx,Manassas City Public Schools,https://www.sd.com/go/VA/district/02360/search.aspx,1977 Eagle Way,Manassas,https://www.sd.com/go/VA/city/Manassas/search.aspx,20110,Manassas city,(571) 377-7000,9,12,No,No,No,No,2209,136.8,16.1,0.5,0.11,0.01,0.04,0.64,0,0.04,0.17
276,29.7,Warwick High,https://www.sd.com/go/VA/schools/0264001076/school.aspx,Newport News City Public Schools,https://www.sd.com/go/VA/district/02640/search.aspx,51 Copeland Lane,Newport News,https://www.sd.com/go/VA/city/Newport+News/search.aspx,23601,Newport News city,(757) 591-4700,9,12,No,No,No,No,1574,95.2,16.5,0.81,0.51,0,0.04,0.12,0,0.04,0.28
277,29.6,Lee High,https://www.sd.com/go/VA/schools/0126000521/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,6540 Franconia Rd,Springfield,https://www.sd.com/go/VA/city/Springfield/search.aspx,22150,Fairfax County,(703) 924-8300,9,12,No,No,No,No,1765,135.8,12.9,0.5,0.13,0,0.24,0.44,0,0.02,0.17
278,29.5,Gar-Field High,https://www.sd.com/go/VA/schools/0313001299/school.aspx,Prince William County Public Schools,https://www.sd.com/go/VA/district/03130/search.aspx,14000 Smoketown Rd,Woodbridge,https://www.sd.com/go/VA/city/Woodbridge/search.aspx,22192,Prince William County,(703) 730-7000,9,12,No,No,Yes,No,2422,136.1,17.7,0.64,0.21,0,0.08,0.59,0,0.04,0.09
279,29.1,Falls Church High,https://www.sd.com/go/VA/schools/0126000468/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,7521 Jaguar Trail,Falls Church,https://www.sd.com/go/VA/city/Falls+Church/search.aspx,22042,Fairfax County,(703) 207-4000,9,12,No,No,No,No,2111,165.6,12.7,0.48,0.06,0,0.2,0.51,0,0.04,0.19
280,28.7,Tc Williams High,https://www.sd.com/go/VA/schools/0012000054/school.aspx,Alexandria City Public Schools,https://www.sd.com/go/VA/district/00120/search.aspx,3330 King St,Alexandria,https://www.sd.com/go/VA/city/Alexandria/search.aspx,22302,Alexandria city,(703) 824-6800,9,12,No,No,No,No,3985,327,12.1,0.46,0.29,0,0.05,0.41,0,0.02,0.24
281,28.7,Arcadia High,https://www.sd.com/go/VA/schools/0006002028/school.aspx,Accomack County Public Schools,https://www.sd.com/go/VA/district/00060/search.aspx,8210 Lankford Highway,Oak Hall,https://www.sd.com/go/VA/city/Oak+Hall/search.aspx,23416,Accomack County,(757) 824-5613,9,12,No,No,No,No,656,43.9,14.9,0.7,0.39,0,0.01,0.25,0,0.01,0.34
282,28.6,Franklin High,https://www.sd.com/go/VA/schools/0141000628/school.aspx,Franklin City Public Schools,https://www.sd.com/go/VA/district/01410/search.aspx,310 Crescent Drive,Franklin,https://www.sd.com/go/VA/city/Franklin/search.aspx,23851,Franklin city,(757) 562-5187,9,12,No,No,No,No,304,27,11.2,0.99,0.78,0,0,0.03,0,0.04,0.15
283,28.6,West Potomac High,https://www.sd.com/go/VA/schools/0126000489/school.aspx,Fairfax County Public Schools,https://www.sd.com/go/VA/district/01260/search.aspx,6500 Quander Rd,Alexandria,https://www.sd.com/go/VA/city/Alexandria/search.aspx,22307,Fairfax County,(703) 718-2500,9,12,No,No,No,No,2654,179.8,14.7,0.4,0.17,0,0.07,0.36,0,0.04,0.36
284,28.5,Halifax County High,https://www.sd.com/go/VA/schools/0177001848/school.aspx,Halifax County Public Schools,https://www.sd.com/go/VA/district/01770/search.aspx,High School Cir,South Boston,https://www.sd.com/go/VA/city/South+Boston/search.aspx,24592,Halifax County,(434) 572-4977,9,12,No,No,No,No,1487,130.5,11.3,0.84,0.44,0,0.01,0.04,0,0.02,0.49
285,26.3,Park View High,https://www.sd.com/go/VA/schools/0225000928/school.aspx,Loudoun County Public Schools,https://www.sd.com/go/VA/district/02250/search.aspx,400 W Laurel Ave,Sterling,https://www.sd.com/go/VA/city/Sterling/search.aspx,20164,Loudoun County,(571) 434-4500,9,12,Yes,No,No,No,1390,137.6,10.1,0.58,0.05,0.01,0.13,0.65,0,0.03,0.14
